level,body_interspace,vertebral_number,approach,category,implant,object,side,x,y,length,width,angle,fusion,interbody_fusion,fixation_uiv_liv,left_x,superior_y,right_x,inferior_y,superior_vert_lateral_pars_x,lateral_tp_x,lateral_pars_x,superior_vert_inferior_pedicle_y,superior_lamina_y,inferior_lamina_y,inferior_pedicle_y,body_center_y,superior_tp_y,inferior_tp_y,inferior_facet_lateral_border_x,inferior_facet_superior_border_y,inferior_facet_inferior_border_y,inferior_facet_medial_border_x,inferior_endplate_y,superior_endplate_y,superior_endplate_inferior_body_y,inferior_endplate_superior_body_y,direction
T8,body,15,posterior,implant,yes,pedicle_screw,right,0.525,0.561,0.8,1,-4,yes,no,yes,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T9,body,16,posterior,implant,yes,pedicle_screw,left,0.475,0.529,0.7,1,-2,yes,no,yes,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T9,body,16,posterior,implant,yes,pedicle_screw,right,0.525,0.529,0.7,1,-2,yes,no,yes,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T10,body,17,posterior,implant,yes,pedicle_screw,left,0.475,0.492,0.6,1,0,yes,no,yes,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T10,body,17,posterior,implant,yes,pedicle_screw,right,0.525,0.492,0.6,1,0,yes,no,yes,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T11,body,18,posterior,implant,yes,pedicle_screw,left,0.475,0.453,0.5,1,5,yes,no,yes,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T11,body,18,posterior,implant,yes,pedicle_screw,right,0.525,0.453,0.5,1,5,yes,no,yes,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T12,body,19,posterior,implant,yes,pedicle_screw,left,0.475,0.423,0.6,1,10,yes,no,yes,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
T12,body,19,posterior,implant,yes,pedicle_screw,right,0.525,0.423,0.6,1,10,yes,no,yes,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
L1,body,20,posterior,implant,yes,pedicle_screw,left,0.4725,0.384,0.7,1,10,yes,no,yes,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L1,body,20,posterior,implant,yes,pedicle_screw,right,0.5275,0.384,0.7,1,10,yes,no,yes,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L2,body,21,posterior,implant,yes,pedicle_screw,left,0.47,0.352,0.8,1.25,5,yes,no,yes,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L2,body,21,posterior,implant,yes,pedicle_screw,right,0.53,0.352,0.8,1.25,5,yes,no,yes,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L3,body,22,posterior,implant,yes,pedicle_screw,left,0.4675,0.311,0.9,1.25,0,yes,no,yes,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L3,body,22,posterior,implant,yes,pedicle_screw,right,0.5325,0.311,0.9,1.25,0,yes,no,yes,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L4,body,23,posterior,implant,yes,pedicle_screw,left,0.465,0.272,1,1.25,-10,yes,no,yes,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L4,body,23,posterior,implant,yes,pedicle_screw,right,0.535,0.272,1,1.25,-10,yes,no,yes,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L5,body,24,posterior,implant,yes,pedicle_screw,left,0.4625,0.235,1.2,1.5,-20,yes,no,yes,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
L5,body,24,posterior,implant,yes,pedicle_screw,right,0.5375,0.235,1.2,1.5,-20,yes,no,yes,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
S1,body,25,posterior,implant,yes,pedicle_screw,left,0.46,0.204,1.5,1.5,-30,yes,no,yes,,,,,0.475,0.44,0.46,0.228,0.197,0.17,0.19,0.2,0.197,0.19,,,,,,,,,
S1,body,25,posterior,implant,yes,pedicle_screw,right,0.54,0.204,1.5,1.5,-30,yes,no,yes,,,,,0.475,0.44,0.46,0.228,0.197,0.17,0.19,0.2,0.197,0.19,,,,,,,,,
Iliac,body,26,posterior,implant,yes,pelvic_screw_1,left,0.447,0.18,3,1.5,-150,yes,no,yes,,,,,,,,,,,,0.18,,,,,,,,,,,
Iliac,body,26,posterior,implant,yes,pelvic_screw_2,left,0.441,0.199,3,1.5,-150,yes,no,yes,,,,,,,,,,,,0.18,,,,,,,,,,,
Iliac,body,26,posterior,implant,yes,pelvic_screw_1,right,0.553,0.18,3,1.5,-150,yes,no,yes,,,,,,,,,,,,0.18,,,,,,,,,,,
Iliac,body,26,posterior,implant,yes,pelvic_screw_2,right,0.559,0.199,3,1.5,-150,yes,no,yes,,,,,,,,,,,,0.18,,,,,,,,,,,
S2AI,body,27,posterior,implant,yes,pelvic_screw_1,left,0.466,0.166,3,1.5,-155,yes,no,yes,,,,,,,,,,,,0.16,,,,,,,,,,,
S2AI,body,27,posterior,implant,yes,pelvic_screw_2,left,0.467,0.158,3,1.5,-155,yes,no,yes,,,,,,,,,,,,0.16,,,,,,,,,,,
S2AI,body,27,posterior,implant,yes,pelvic_screw_1,right,0.534,0.166,3,1.5,-155,yes,no,yes,,,,,,,,,,,,0.16,,,,,,,,,,,
S2AI,body,27,posterior,implant,yes,pelvic_screw_2,right,0.533,0.158,3,1.5,-155,yes,no,yes,,,,,,,,,,,,0.16,,,,,,,,,,,
C1-C2,interspace,1.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8785,,0.0084,,no,no,no,0.494,0.8826,0.506,0.873,,,,,,,,,,,,,,,,,,,
C2-C3,interspace,2.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8585,,0.0084,,no,no,no,0.494,0.865,0.506,0.853,,,,,,,,,,,,,,,,,,,
C3-C4,interspace,3.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8405,,0.0084,,no,no,no,0.494,0.8458,0.506,0.835,,,,,,,,,,,,,,,,,,,
C4-C5,interspace,4.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8215,,0.0084,,no,no,no,0.494,0.8274,0.506,0.816,,,,,,,,,,,,,,,,,,,
C5-C6,interspace,5.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8025,,0.0084,,no,no,no,0.494,0.8084,0.506,0.797,,,,,,,,,,,,,,,,,,,
C6-C7,interspace,6.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.7915,,0.0084,,no,no,no,0.494,0.7898,0.506,0.779,,,,,,,,,,,,,,,,,,,
C7-T1,interspace,7.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.77,,0.0084,,no,no,no,0.494,0.7698,0.506,0.756,,,,,,,,,,,,,,,,,,,
T1-T2,interspace,8.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.749,,0.0084,,no,no,no,0.494,0.7464,0.506,0.732,,,,,,,,,,,,,,,,,,,
T2-T3,interspace,9.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.726,,0.0084,,no,no,no,0.494,0.7232,0.506,0.71,,,,,,,,,,,,,,,,,,,
T3-T4,interspace,10.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.7015,,0.0084,,no,no,no,0.494,0.6988,0.506,0.682,,,,,,,,,,,,,,,,,,,
T4-T5,interspace,11.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.6735,,0.0084,,no,no,no,0.494,0.672,0.506,0.657,,,,,,,,,,,,,,,,,,,
T5-T6,interspace,12.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.643,,0.0084,,no,no,no,0.494,0.6438,0.506,0.624,,,,,,,,,,,,,,,,,,,
T6-T7,interspace,13.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.6115,,0.0084,,no,no,no,0.494,0.6108,0.506,0.591,,,,,,,,,,,,,,,,,,,
T7-T8,interspace,14.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.5805,,0.0084,,no,no,no,0.494,0.579,0.506,0.561,,,,,,,,,,,,,,,,,,,
T8-T9,interspace,15.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.5475,,0.0084,,no,no,no,0.494,0.5478,0.506,0.528,,,,,,,,,,,,,,,,,,,
T9-T10,interspace,16.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.5135,,0.0084,,no,no,no,0.494,0.5152,0.506,0.496,,,,,,,,,,,,,,,,,,,
T10-T11,interspace,17.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.4815,,0.0084,,no,no,no,0.494,0.4828,0.506,0.463,,,,,,,,,,,,,,,,,,,
T11-T12,interspace,18.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.445,,0.0084,,no,no,no,0.494,0.4478,0.506,0.425,,,,,,,,,,,,,,,,,,,
T12-L1,interspace,19.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.405,,0.0084,,no,no,no,0.494,0.4082,0.506,0.383,,,,,,,,,,,,,,,,,,,
L1-L2,interspace,20.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.3685,,0.0084,,no,no,no,0.494,0.3694,0.506,0.349,,,,,,,,,,,,,,,,,,,
L2-L3,interspace,21.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.333,,0.0084,,no,no,no,0.494,0.3354,0.506,0.315,,,,,,,,,,,,,,,,,,,
L3-L4,interspace,22.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.296,,0.0112,,no,no,no,0.492,0.2986,0.508,0.274,,,,,,,,,,,,,,,,,,,
L4-L5,interspace,23.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.2595,,0.014,,no,no,no,0.49,0.2596,0.51,0.238,,,,,,,,,,,,,,,,,,,
L5-S1,interspace,24.5,posterior,decompression,no,sublaminar_decompression,central,0.5,0.225,,0.0168,,no,no,no,0.488,0.222,0.512,0.198,,,,,,,,,,,,,,,,,,,
C1,body,1,posterior,implant,yes,sublaminar_wire,left,0.485,0.889,0.01,,,yes,no,yes,,,,,,,,,,,,0.88,,,,,,,,,,,
C1,body,1,posterior,implant,yes,sublaminar_wire,right,0.515,0.889,0.01,,,yes,no,yes,,,,,,,,,,,,0.88,,,,,,,,,,,
C2,body,2,posterior,implant,yes,sublaminar_wire,left,0.485,0.873,0.012,,,yes,no,yes,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C2,body,2,posterior,implant,yes,sublaminar_wire,right,0.515,0.873,0.012,,,yes,no,yes,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C3,body,3,posterior,implant,yes,sublaminar_wire,left,0.485,0.853,0.011,,,yes,no,yes,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C3,body,3,posterior,implant,yes,sublaminar_wire,right,0.515,0.853,0.011,,,yes,no,yes,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C4,body,4,posterior,implant,yes,sublaminar_wire,left,0.485,0.835,0.013,,,yes,no,yes,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C4,body,4,posterior,implant,yes,sublaminar_wire,right,0.515,0.835,0.013,,,yes,no,yes,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C5,body,5,posterior,implant,yes,sublaminar_wire,left,0.485,0.816,0.012,,,yes,no,yes,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C5,body,5,posterior,implant,yes,sublaminar_wire,right,0.515,0.816,0.012,,,yes,no,yes,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C6,body,6,posterior,implant,yes,sublaminar_wire,left,0.485,0.797,0.011,,,yes,no,yes,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C6,body,6,posterior,implant,yes,sublaminar_wire,right,0.515,0.797,0.011,,,yes,no,yes,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C7,body,7,posterior,implant,yes,sublaminar_wire,left,0.485,0.779,0.016,,,yes,no,yes,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
C7,body,7,posterior,implant,yes,sublaminar_wire,right,0.515,0.779,0.016,,,yes,no,yes,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
T1,body,8,posterior,implant,yes,sublaminar_wire,left,0.485,0.756,0.019,,,yes,no,yes,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T1,body,8,posterior,implant,yes,sublaminar_wire,right,0.515,0.756,0.019,,,yes,no,yes,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T2,body,9,posterior,implant,yes,sublaminar_wire,left,0.485,0.732,0.019,,,yes,no,yes,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T2,body,9,posterior,implant,yes,sublaminar_wire,right,0.515,0.732,0.019,,,yes,no,yes,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T3,body,10,posterior,implant,yes,sublaminar_wire,left,0.485,0.71,0.023,,,yes,no,yes,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T3,body,10,posterior,implant,yes,sublaminar_wire,right,0.515,0.71,0.023,,,yes,no,yes,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T4,body,11,posterior,implant,yes,sublaminar_wire,left,0.485,0.682,0.024,,,yes,no,yes,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T4,body,11,posterior,implant,yes,sublaminar_wire,right,0.515,0.682,0.024,,,yes,no,yes,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T5,body,12,posterior,implant,yes,sublaminar_wire,left,0.485,0.657,0.028,,,yes,no,yes,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T5,body,12,posterior,implant,yes,sublaminar_wire,right,0.515,0.657,0.028,,,yes,no,yes,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T6,body,13,posterior,implant,yes,sublaminar_wire,left,0.485,0.624,0.029,,,yes,no,yes,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T6,body,13,posterior,implant,yes,sublaminar_wire,right,0.515,0.624,0.029,,,yes,no,yes,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T7,body,14,posterior,implant,yes,sublaminar_wire,left,0.485,0.591,0.025,,,yes,no,yes,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T7,body,14,posterior,implant,yes,sublaminar_wire,right,0.515,0.591,0.025,,,yes,no,yes,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T8,body,15,posterior,implant,yes,sublaminar_wire,left,0.485,0.561,0.031,,,yes,no,yes,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T8,body,15,posterior,implant,yes,sublaminar_wire,right,0.515,0.561,0.031,,,yes,no,yes,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T9,body,16,posterior,implant,yes,sublaminar_wire,left,0.485,0.528,0.03,,,yes,no,yes,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T9,body,16,posterior,implant,yes,sublaminar_wire,right,0.515,0.528,0.03,,,yes,no,yes,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T10,body,17,posterior,implant,yes,sublaminar_wire,left,0.485,0.496,0.031,,,yes,no,yes,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T10,body,17,posterior,implant,yes,sublaminar_wire,right,0.515,0.496,0.031,,,yes,no,yes,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T11,body,18,posterior,implant,yes,sublaminar_wire,left,0.485,0.463,0.038,,,yes,no,yes,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T11,body,18,posterior,implant,yes,sublaminar_wire,right,0.515,0.463,0.038,,,yes,no,yes,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T12,body,19,posterior,implant,yes,sublaminar_wire,left,0.485,0.425,0.039,,,yes,no,yes,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
T12,body,19,posterior,implant,yes,sublaminar_wire,right,0.515,0.425,0.039,,,yes,no,yes,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
L1,body,20,posterior,implant,yes,sublaminar_wire,left,0.485,0.383,0.031,,,yes,no,yes,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L1,body,20,posterior,implant,yes,sublaminar_wire,right,0.515,0.383,0.031,,,yes,no,yes,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L2,body,21,posterior,implant,yes,sublaminar_wire,left,0.485,0.349,0.032,,,yes,no,yes,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L2,body,21,posterior,implant,yes,sublaminar_wire,right,0.515,0.349,0.032,,,yes,no,yes,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L3,body,22,posterior,implant,yes,sublaminar_wire,left,0.485,0.315,0.031,,,yes,no,yes,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L3,body,22,posterior,implant,yes,sublaminar_wire,right,0.515,0.315,0.031,,,yes,no,yes,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L4,body,23,posterior,implant,yes,sublaminar_wire,left,0.485,0.274,0.027,,,yes,no,yes,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L4,body,23,posterior,implant,yes,sublaminar_wire,right,0.515,0.274,0.027,,,yes,no,yes,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L5,body,24,posterior,implant,yes,sublaminar_wire,left,0.485,0.238,0.024,,,yes,no,yes,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
L5,body,24,posterior,implant,yes,sublaminar_wire,right,0.515,0.238,0.024,,,yes,no,yes,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
C1-C2,interspace,1.5,posterior,implant,yes,tether,central,0.5,0.885,0.017,,,no,no,no,,,,,,,,,,,,0.88,,,,,,,,,,,
C2-C3,interspace,2.5,posterior,implant,yes,tether,central,0.5,0.868,0.021,,,no,no,no,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C3-C4,interspace,3.5,posterior,implant,yes,tether,central,0.5,0.847,0.02,,,no,no,no,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C4-C5,interspace,4.5,posterior,implant,yes,tether,central,0.5,0.827,0.018,,,no,no,no,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C5-C6,interspace,5.5,posterior,implant,yes,tether,central,0.5,0.809,0.017,,,no,no,no,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C6-C7,interspace,6.5,posterior,implant,yes,tether,central,0.5,0.792,0.018,,,no,no,no,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C7-T1,interspace,7.5,posterior,implant,yes,tether,central,0.5,0.774,0.026,,,no,no,no,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
T1-T2,interspace,8.5,posterior,implant,yes,tether,central,0.5,0.748,0.027,,,no,no,no,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T2-T3,interspace,9.5,posterior,implant,yes,tether,central,0.5,0.721,0.031,,,no,no,no,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T3-T4,interspace,10.5,posterior,implant,yes,tether,central,0.5,0.69,0.027,,,no,no,no,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T4-T5,interspace,11.5,posterior,implant,yes,tether,central,0.5,0.663,0.036,,,no,no,no,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T5-T6,interspace,12.5,posterior,implant,yes,tether,central,0.5,0.627,0.034,,,no,no,no,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T6-T7,interspace,13.5,posterior,implant,yes,tether,central,0.5,0.593,0.033,,,no,no,no,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T7-T8,interspace,14.5,posterior,implant,yes,tether,central,0.5,0.56,0.035,,,no,no,no,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T8-T9,interspace,15.5,posterior,implant,yes,tether,central,0.5,0.525,0.027,,,no,no,no,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T9-T10,interspace,16.5,posterior,implant,yes,tether,central,0.5,0.498,0.033,,,no,no,no,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T10-T11,interspace,17.5,posterior,implant,yes,tether,central,0.5,0.465,0.035,,,no,no,no,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T11-T12,interspace,18.5,posterior,implant,yes,tether,central,0.5,0.43,0.035,,,no,no,no,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T12-L1,interspace,19.5,posterior,implant,yes,tether,central,0.5,0.395,0.033,,,no,no,no,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
L1-L2,interspace,20.5,posterior,implant,yes,tether,central,0.5,0.362,0.037,,,no,no,no,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L2-L3,interspace,21.5,posterior,implant,yes,tether,central,0.5,0.325,0.037,,,no,no,no,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L3-L4,interspace,22.5,posterior,implant,yes,tether,central,0.5,0.288,0.032,,,no,no,no,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L4-L5,interspace,23.5,posterior,implant,yes,tether,central,0.5,0.256,0.036,,,no,no,no,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L5-S1,interspace,24.5,posterior,implant,yes,tether,central,0.5,0.22,0.035,,,no,no,no,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
T1-T2,interspace,8.5,posterior,interbody,yes,tlif,left,0.493,0.746,,0.01,,yes,yes,no,0.481,0.746,0.493,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T1-T2,interspace,8.5,posterior,interbody,yes,tlif,right,0.507,0.746,,0.01,,yes,yes,no,0.519,0.746,0.507,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T2-T3,interspace,9.5,posterior,interbody,yes,tlif,left,0.494,0.72,,0.01,,yes,yes,no,0.481,0.72,0.494,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T2-T3,interspace,9.5,posterior,interbody,yes,tlif,right,0.506,0.72,,0.01,,yes,yes,no,0.519,0.72,0.506,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T3-T4,interspace,10.5,posterior,interbody,yes,tlif,left,0.494,0.695,,0.01,,yes,yes,no,0.481,0.695,0.494,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T3-T4,interspace,10.5,posterior,interbody,yes,tlif,right,0.506,0.695,,0.01,,yes,yes,no,0.519,0.695,0.506,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T4-T5,interspace,11.5,posterior,interbody,yes,tlif,left,0.493,0.668,,0.01,,yes,yes,no,0.481,0.668,0.493,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T4-T5,interspace,11.5,posterior,interbody,yes,tlif,right,0.507,0.668,,0.01,,yes,yes,no,0.519,0.668,0.507,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T5-T6,interspace,12.5,posterior,interbody,yes,tlif,left,0.492,0.64,,0.01,,yes,yes,no,0.481,0.64,0.492,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
